year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018,7,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2466,380,55.88,30.18,136.75,0.02,157.18,10,14,31302,6624,3222,8407,2,13047
2018,7,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",452,95,13.57,6.1,39.8,0,35.52,21,1,8000,1051,563,2923,0,3463
2018,7,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",197,54,11.57,1,17.67,0,23.76,6,2,3874,729,78,1279,0,1788
2018,7,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",193,41,10.59,0,16.81,0,13.6,12,1,3732,1584,0,800,0,1348
2018,7,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",196,43,9,1.95,13.87,0,18.18,13,1,3471,613,89,950,0,1819
2018,7,9E,Endeavor Air Inc.,DEN,"Denver, CO: Denver International",4,2,1.52,0,0.19,0,0.28,0,0,147,112,0,14,0,21
2018,7,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",131,28,11.5,0.85,10.35,0,5.31,1,2,1622,658,74,546,0,344
2018,7,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1693,203,51.9,5.08,38.98,0,107.04,8,2,16995,4684,470,3020,0,8821
2018,7,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",179,64,5.46,2.9,40.03,0,15.61,18,2,5955,402,151,3851,0,1551
2018,7,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",131,20,4.52,1,10.07,0,4.41,7,1,1875,185,88,1172,0,430
2018,7,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",213,37,11.16,3.77,13.93,0,8.14,0,1,1704,438,168,574,0,524
2018,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2127,475,55.15,21.31,227.71,0,170.83,139,3,49726,7172,3340,21704,0,17510
2018,7,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2668,626,54.32,36.91,329.28,0,205.49,139,6,67176,6118,6066,34996,0,19996
2018,7,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",19,2,1,0,0.36,0,0.64,0,0,62,23,0,14,0,25
2018,7,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,7,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",921,143,33.22,5.79,30.06,0,73.94,3,3,12264,3588,721,1592,0,6363
2018,7,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",110,26,7.29,0,11.12,0,7.59,3,0,2110,406,0,961,0,743
2018,7,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",151,47,3.28,2.32,26.33,0,15.07,9,1,3867,170,173,1960,0,1564
2018,7,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",8,2,1,0,1,0,0,0,0,147,122,0,25,0,0
2018,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1014,317,116.01,14.54,95.68,1,89.77,24,2,20483,6527,2067,4702,50,7137
2018,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",2474,733,189.73,34.34,268.04,0.71,240.19,93,2,49162,13118,3146,13733,12,19153
2018,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",514,203,58.87,12.97,58.06,0.81,72.28,7,8,13633,4182,1337,2669,13,5432
2018,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7918,1557,448.38,79.53,385.53,2.32,641.24,228,24,106659,30529,8334,19710,247,47839
2018,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1952,562,138.7,48.43,180.68,2.22,191.96,60,6,34888,7676,4630,8734,130,13718
2018,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",953,343,105.71,12.1,115.71,0,109.48,16,4,20537,5854,1196,5723,0,7764
2018,7,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13034,3129,759.39,164.56,893.29,6.02,1305.74,223,49,225174,63489,14886,50352,126,96321
2018,7,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",472,148,58.45,6.03,31.84,1.21,50.46,10,1,9406,3369,526,1342,59,4110
2018,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",669,258,47.73,10.49,143.7,0,56.09,43,4,19411,3563,1205,10033,0,4610
2018,7,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",546,188,71.59,4.26,67.36,0.58,44.22,8,3,9875,3534,390,2810,19,3122
2018,7,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",279,67,27.29,0,14.05,0,25.67,1,0,4917,1904,0,384,0,2629
2018,7,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",258,92,28.56,11,36.55,0,15.89,5,2,5448,1413,974,1639,0,1422
2018,7,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",779,233,92.76,13.99,53.09,0.47,72.69,27,3,14690,5566,1138,2695,17,5274
2018,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1631,534,111.38,34.28,286.94,0.61,100.79,42,6,36442,7128,3406,18268,37,7603
2018,7,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1294,408,143.67,22.17,116.41,1.04,124.71,22,12,24765,9028,1750,5320,33,8634
2018,7,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3587,748,229.51,51.55,198.64,1.29,267.01,59,6,50366,16834,4230,8288,99,20915
2018,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1861,547,138.4,48.81,195.1,0,164.7,114,14,34775,7695,3647,11219,0,12214
2018,7,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1557,556,167.93,25.59,197.24,2.52,162.71,27,12,35680,9792,2229,10268,164,13227
2018,7,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4312,1389,358.46,45.4,537.25,3.75,444.15,112,18,107292,32176,3831,25321,761,45203
2018,7,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",689,192,58.07,8.25,51.9,0.1,73.68,14,2,11105,3077,1064,2183,8,4773
2018,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5738,1338,338.36,77.26,443.51,1.39,477.48,128,15,90530,28161,6671,22988,120,32590
2018,7,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",450,147,56.95,4.23,32.6,0.33,52.89,7,1,9052,3302,409,1286,19,4036
2018,7,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",4544,1279,298.18,73.9,503.52,0.07,403.32,167,9,98932,24158,7878,31595,2,35299
2018,7,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4915,1045,309.21,42.21,292.07,0.18,401.34,87,21,69684,24390,3689,11497,13,30095
2018,7,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",842,264,91.44,10.77,57.28,1.28,103.23,9,2,16509,5556,1130,2565,34,7224
2018,7,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",930,335,113.42,12.64,98.65,0,110.28,15,2,19214,6586,1028,4036,0,7564
2018,7,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1186,376,126.3,17.7,100.02,0.15,131.83,23,1,24564,8075,1880,4395,6,10208
2018,7,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",442,129,56.93,4.14,23.3,0,44.62,13,1,8027,3146,469,1014,0,3398
2018,7,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",960,356,95.5,28.76,118.46,0,113.29,18,2,22235,5158,2356,5748,0,8973
2018,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",88,4,3,0,1,0,0,0,1,190,173,0,17,0,0
2018,7,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",367,88,18.61,0,61.97,0,7.42,3,0,4592,1145,0,3151,0,296
2018,7,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",151,42,6.17,0,29.48,1,5.35,0,2,1682,213,0,1197,18,254
2018,7,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",155,47,6.34,0,36.87,0,3.79,1,4,2427,522,0,1758,0,147
2018,7,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",186,31,14.17,0.53,11.63,0,4.67,7,1,1222,584,9,489,0,140
2018,7,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",155,10,3.91,0,4.47,0,1.62,0,0,432,200,0,163,0,69
2018,7,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",93,4,1,0,2.72,0,0.28,0,0,132,57,0,67,0,8
2018,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",418,157,23.59,0.77,119.98,0.43,12.23,13,2,11129,1327,65,8774,9,954
2018,7,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",62,16,2.64,0,12.47,0,0.89,0,0,641,177,0,439,0,25
2018,7,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",279,48,13.3,0,28.72,1,4.98,0,1,1395,570,0,687,15,123
2018,7,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",181,47,13.16,0,26.92,0,6.91,0,0,2197,825,0,1021,0,351
2018,7,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",62,12,2.34,0,7.54,0,2.12,0,0,321,48,0,208,0,65
2018,7,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",457,145,27.67,0,98.47,0.35,18.52,12,0,7952,1596,0,5528,8,820
2018,7,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",731,158,52.74,2.18,70.37,0,32.72,8,5,7313,2637,132,2702,0,1842
2018,7,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1973,381,137.24,4.91,151.53,0.18,87.14,30,1,18536,8591,376,4639,4,4926
2018,7,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",141,32,4.44,1,24.51,0,2.05,0,4,1941,618,15,1195,0,113
2018,7,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,5,2.63,0,1.65,0,0.72,0,0,189,126,0,35,0,28
2018,7,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",350,71,19.86,0.51,36.15,0,14.49,2,2,3795,1229,27,1738,0,801
2018,7,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1767,165,54.8,5.06,47.79,0.88,56.47,10,2,9553,3997,217,1933,22,3384
2018,7,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",124,26,6.62,0,15.63,0,3.75,0,0,1380,437,0,808,0,135
2018,7,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",186,24,3.99,0,19,0,1.01,0,1,774,231,0,508,0,35
2018,7,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",777,168,50.88,5.2,60.94,0,50.98,3,1,8903,3442,247,1822,0,3392
2018,7,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",6113,793,185.01,16.52,332.3,4.51,254.66,36,6,38606,11150,1148,10895,204,15209
2018,7,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2360,587,174.91,6.25,253.17,0.5,152.17,46,3,33692,12301,680,10827,33,9851
2018,7,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",186,13,5.32,0,2.83,0,4.85,0,2,835,558,0,125,0,152
2018,7,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",31,7,0,0,6.21,0,0.79,0,0,270,0,0,248,0,22
2018,7,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",302,96,43.31,3.54,26.97,0.41,21.78,4,1,6381,2515,408,1463,36,1959
2018,7,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4464,1287,279.83,29.28,432.37,1.18,544.34,75,2,99177,20236,3155,29271,55,46460
2018,7,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",200,74,25.19,1.89,18.63,0,28.29,1,0,5859,1537,113,1915,0,2294
2018,7,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",124,25,8.3,2.97,8.72,0,5,6,3,2101,664,308,483,0,646
2018,7,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",926,266,81.13,15.53,78.61,1.82,88.92,12,1,22234,7551,1281,4353,109,8940
2018,7,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",120,36,14.45,3.61,13.74,0,4.2,2,1,2195,800,342,682,0,371
2018,7,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",58,12,3.28,0.95,4.77,0,3,0,0,638,165,77,241,0,155
2018,7,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",124,40,16.73,1.06,5.2,0.59,16.43,1,0,2618,1058,63,225,10,1262
2018,7,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",701,281,49.73,10.58,119.42,0,101.27,42,4,27066,4402,1011,11318,0,10335
2018,7,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2051,637,201.54,12.32,141.59,0.39,281.16,41,5,49246,15097,1521,8035,14,24579
2018,7,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",151,45,21.82,1.38,7.82,0,13.99,5,0,3050,1374,62,490,0,1124
2018,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3845,1334,254.74,25.18,522.7,1.34,530.03,169,12,114735,17849,2814,45344,64,48664
2018,7,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",403,105,35.11,4.9,32.18,0,32.81,2,2,6263,2105,395,1469,0,2294
2018,7,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",553,121,33.08,4.24,44.62,0,39.07,2,1,8668,2399,633,2292,0,3344
2018,7,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",532,148,29.21,9.98,66.53,0,42.28,27,3,12773,1960,594,6295,0,3924
2018,7,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1686,583,149.34,11.61,143.96,1.54,276.54,54,14,45844,9950,994,9230,72,25598
2018,7,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",93,23,10.29,0,2.25,0,10.45,0,1,1916,813,0,58,0,1045
2018,7,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",275,99,33.87,0.86,43.62,0.38,20.26,6,0,6996,2151,122,2794,15,1914
2018,7,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",182,33,7.16,0,10.88,0,14.96,2,0,1602,461,0,354,0,787
2018,7,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",193,60,24.03,1.83,14.25,0,19.89,8,0,5240,1913,250,1592,0,1485
2018,7,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,22,9.77,2.56,4.13,0.51,5.03,0,0,1106,453,125,220,20,288
2018,7,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",155,37,15.36,2.5,16,0,3.14,0,0,2115,996,140,750,0,229
2018,7,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",240,58,18.37,1,21.48,0.11,17.04,0,0,3778,1636,281,685,6,1170
2018,7,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",546,141,38.28,7.7,61.5,0.68,32.84,2,1,8972,2351,937,2466,13,3205
2018,7,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",217,79,31.81,4.15,14.01,1.87,27.16,2,0,4164,1645,362,710,91,1356
2018,7,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",433,130,43.58,4.59,47.6,0.43,33.79,9,2,9509,2344,857,3098,9,3201
2018,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21688,3323,727.77,188.68,1174.36,1.11,1231.08,33,88,262779,66972,15538,74691,90,105488
2018,7,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1514,379,71.84,19.93,188.26,0,98.96,2,0,26688,5601,1322,12493,0,7272
2018,7,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",634,135,36.99,9.66,63.65,0,24.7,2,3,8920,2426,569,3763,0,2162
2018,7,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",542,80,28.36,9.59,23.74,0,18.31,0,1,5758,1694,1625,1299,0,1140
2018,7,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",760,168,41.99,10.42,85.78,0,29.81,2,3,10145,2253,1118,4619,0,2155
2018,7,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",1105,154,48.07,11.25,71.23,0,23.45,1,9,9913,3731,965,3221,0,1996
2018,7,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",656,158,47.6,13.47,58.65,0,38.28,0,2,10800,2659,1398,4183,0,2560
2018,7,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4953,617,164.4,45.91,146.97,0,259.71,5,2,46559,15370,3681,8031,0,19477
2018,7,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",510,196,32.05,9.21,127.7,0.17,26.87,2,1,21298,2836,1611,14375,42,2434
2018,7,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",944,228,70.21,11.3,93.8,0,52.69,2,2,15727,4961,883,5392,0,4491
2018,7,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",279,23,12.89,1,2.11,0,7.01,0,0,1329,729,35,61,0,504
2018,7,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",277,45,12.03,5.89,14.94,0,12.14,1,0,3491,537,1226,844,0,884
2018,7,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",303,60,19.84,6.69,15.2,0,18.26,1,1,4175,814,962,680,0,1719
2018,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2700,719,125.27,25.85,381.9,1,184.99,4,20,73486,16504,2626,33918,46,20392
2018,7,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1177,134,36.24,9.62,47.26,0,40.88,1,9,8356,2238,501,2168,0,3449
2018,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3405,432,168.01,32.12,126.55,3,102.32,2,2,29915,14246,2556,5487,162,7464
2018,7,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2080,560,77.86,30.73,300.14,0,151.27,19,22,52904,8833,2168,27303,0,14600
2018,7,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1628,406,100.71,20.53,184.63,0,100.13,3,25,29442,7080,1548,12244,0,8570
2018,7,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",196,22,6.44,2.55,5.34,0,7.67,0,0,1355,325,146,208,0,676
2018,7,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",801,205,60.67,10.06,99.96,0,34.3,1,4,15826,4816,982,7033,0,2995
2018,7,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6471,740,228.13,38.49,204.29,0,269.09,1,40,55901,21627,2946,10623,0,20705
2018,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",948,184,46.63,5.55,85.46,0,46.35,2,4,12293,2686,660,5170,0,3777
2018,7,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",805,123,45.17,9.37,38.32,0,30.14,1,0,7095,2620,746,1586,0,2143
2018,7,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",600,146,31.99,6.35,82.15,0,25.5,0,1,13103,2275,743,7876,0,2209
2018,7,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",666,97,28.29,7.85,24.89,0.38,35.6,1,5,5685,1405,652,1242,30,2356
2018,7,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",834,110,32.64,6.93,44.55,1,24.88,0,0,6902,2672,765,2018,17,1430
2018,7,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2877,366,139.49,16.14,120.98,0,89.4,2,0,23094,11850,1276,4309,0,5659
2018,7,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1529,228,67.43,11.59,109.22,0,39.76,0,0,13520,3830,2350,5463,0,1877
2018,7,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4068,440,148.29,26.5,108.41,0,156.8,0,3,30820,11355,2312,4895,0,12258
2018,7,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",995,202,59.77,14.65,75.88,0,51.69,3,7,12432,2893,1286,4115,0,4138
2018,7,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1107,201,56.41,0,71.13,0,73.46,2,4,15313,6905,0,3502,0,4906
2018,7,EV,ExpressJet Airlines Inc.,BOS,"Boston, MA: Logan International",87,17,3.49,0.09,6.02,0,7.39,2,0,1444,228,22,260,0,934
2018,7,EV,ExpressJet Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",56,17,5.15,1.71,2.35,0,7.79,3,0,1113,360,186,157,0,410
2018,7,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",315,65,33.16,0,8.78,0,23.06,5,2,8264,5614,0,418,0,2232
2018,7,EV,ExpressJet Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",197,35,8.92,0.8,13.55,0,11.73,14,2,2596,804,57,791,0,944
2018,7,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1189,247,79.81,0,26.06,0,141.13,19,1,25200,10999,0,1348,0,12853
2018,7,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4,1,1,0,0,0,0,0,0,26,26,0,0,0,0
2018,7,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",1757,525,59.74,7.69,326.1,0,131.47,178,11,61529,12322,481,36949,0,11777
2018,7,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2823,383,50.43,15.72,170.32,0,146.53,9,8,31006,6580,1562,13199,0,9665
2018,7,EV,ExpressJet Airlines Inc.,LGA,"New York, NY: LaGuardia",196,42,7.23,0,24.89,0,9.88,10,0,3224,516,0,1776,0,932
2018,7,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",665,150,27.84,4.25,71.61,0,46.3,5,5,12263,2141,772,5810,0,3540
2018,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",324,123,32.14,4.43,32.81,0,53.62,4,1,8788,2185,273,1648,0,4682
2018,7,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",110,52,14.03,0.78,14.36,0,22.83,3,1,3522,842,177,668,0,1835
2018,7,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,39,11.37,1,19.01,0,7.62,4,0,2164,502,95,991,0,576
2018,7,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2061,654,141.94,4.61,186.66,0,320.79,96,3,49658,10937,187,10007,0,28527
2018,7,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",59,19,4.14,0.44,3.85,0,10.57,4,0,1821,317,51,529,0,924
2018,7,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",92,28,14.23,2,3.95,0,7.82,6,0,1963,882,163,211,0,707
2018,7,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",125,54,16.15,0,22.13,0,15.72,6,0,4495,1371,0,1424,0,1700
2018,7,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",62,26,4.78,0,4.51,0,16.71,1,0,2227,269,0,275,0,1683
2018,7,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",550,227,58.59,3.4,32.24,0,132.77,20,2,18557,4463,247,1863,0,11984
2018,7,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",93,27,9.41,1.43,6.08,0,10.08,1,0,1932,467,54,279,0,1132
2018,7,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93,33,6.13,0,21.15,0,5.72,5,0,2200,237,0,1412,0,551
2018,7,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",763,301,74.95,5.92,96.01,0,124.12,36,10,24215,5340,663,6231,0,11981
2018,7,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",91,26,11.71,1,6.55,0,6.75,3,0,1376,455,92,310,0,519
2018,7,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",156,60,19.71,0.56,19.09,0,20.64,3,1,4947,1011,64,1182,0,2690
2018,7,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",248,102,21.78,2.17,18.07,0,59.98,3,0,7771,1728,122,1003,0,4918
2018,7,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",73,27,9.82,0.3,4.49,0,12.4,0,0,1810,636,21,168,0,985
2018,7,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",499,200,44.63,1.86,78.05,0,75.47,27,1,15878,3072,46,6198,0,6562
2018,7,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",155,71,24.76,0.66,11.99,0,33.59,10,0,5887,2258,121,658,0,2850
2018,7,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",136,49,11.91,1,12.19,0,23.9,5,0,3842,736,22,411,0,2673
2018,7,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",96,48,15.72,1.71,15.07,0,15.49,1,0,2883,616,84,782,0,1401
2018,7,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",74,31,8.13,0.19,7.21,0,15.47,6,0,2231,574,48,442,0,1167
2018,7,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",134,54,18.79,1.92,8.03,0,25.26,4,0,3018,800,64,244,0,1910
